Notes_GF,Audio_File_Name,Number_Sentences,Number_LoLexConstrSentences,Number_MedLexConstrSentences,Number_HiLexConstrSentences,TargID_GM,targ,targ_Type,POS,Definition1,Definition1_Source,Definition2,Definition2_Source,Synonyms,Antonyms,Hypernyms,SisterConcepts,Synonym1,Syn1_FSG,Syn1_BSG,Syn1_MESA,Syn1_LSA,Syn1_EAT,Synonym2,Syn2_FSG,Syn2_BSG,Syn2_MESA,Syn2_LSA,Syn2_EAT,Synonym3,Syn3_FSG,Syn3_BSG,Syn3_MESA,Syn3_LSA,Syn3_EAT,MRC_NLET,MRC_NPHN,MRC_NSYL,MRC_BFRQ,MRC_KFFRQ,MRC_TLFRQ,MRC_FAM,MRC_AOA,LWV_DOLVL,LWV_PCTCOR,MRC_CNC,MRC_IMG
NA,Word221_VB_palter,1,NULL,NULL,NULL,221,palter,Tier2_hard,VB,be deliberately ambiguous or unclear in order to mislead or withhold information,WordNet (via onelook.com),NA,NA,,,,,lie,NA,NA,NA,NA,NA,equivocate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word222_AJ_perturbed,1,NULL,NULL,NULL,222,perturbed,Tier2_hard,AJ,"worried or upset by something (""William looked a little perturbed at the suggestion.""; ""No one seemed unduly perturbed about it."")",Macmillan (via onelook.com),NA,NA,,,,,upset,NA,NA,NA,NA,NA,flustered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word223_AJ_priscan,1,NULL,NULL,NULL,223,priscan,rare,AJ,ancient; of early times,Phrontistry (http://phrontistery.info),NA,NA,,,,,old,NA,NA,NA,NA,NA,ancient,NA,NA,NA,NA,NA,archaic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word224_NN_proditor,NA,NULL,NULL,NULL,224,proditor,rare,NN,a traitor,Webster's (via onelook),NA,NA,,,,,traitor,NA,NA,NA,NA,NA,turncoat,NA,NA,NA,NA,NA,quisling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word225_NN_protrusion,1,NULL,NULL,NULL,225,protrusion,Tier2_hard,NN,"a part of something that is much farther forward than the rest of it (arm, flap, wing)",Macmillan (via onelook.com),NA,NA,,,,,bump,NA,NA,NA,NA,NA,extension,NA,NA,NA,NA,NA,protuberance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word226_NN_resurgence,1,NULL,NULL,NULL,226,resurgence,Tier2_hard,NN,"the start of something again that quickly increases in influence, effect, etc. (resurgence of: a resurgence of repression/terrorism/nationalism; resurgence in: evidence of a resurgence in spending just before Christmas)",Macmillan (via onelook.com),NA,NA,,,,,return,NA,NA,NA,NA,NA,revival,NA,NA,NA,NA,NA,renewal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word227_AJ_reticent,1,NULL,NULL,NULL,227,reticent,Tier2_hard,AJ,"not willing to provide information about something, especially about yourself or your feelings (""She remembered how reticent her father had been about his past."")",Macmillan (via onelook.com),NA,NA,,,,,quiet,NA,NA,NA,NA,NA,silent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word228_VB_stifle,1,NULL,NULL,NULL,228,stifle,Tier2_hard,VB,conceal or hide,WordNet (via onelook.com),"smother or suppress (""Stifle your curiosity"")",WordNet (via onelook.com),,,,,silence,NA,NA,NA,NA,NA,suppress,NA,NA,NA,NA,NA,quash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word229_NN_strepor,1,NULL,NULL,NULL,229,strepor,rare,NN,noise; clamor,Phrontistry (http://phrontistery.info),NA,NA,,,,,noise,NA,NA,NA,NA,NA,clamor,NA,NA,NA,NA,NA,din,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word230_AJ_supercilious,1,NULL,NULL,NULL,230,supercilious,Tier2_hard,AJ,"having or showing arrogant superiority to and disdain of those one views as unworthy (""His mother eyed my clothes with a supercilious air"")",WordNet (via onelook.com),"expressive of contempt (""Curled his lip in a supercilious smile"")",WordNet (via onelook.com),,,,,proud,NA,NA,NA,NA,NA,haughty,NA,NA,NA,NA,NA,arrogant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word231_NN_temperance,1,NULL,NULL,NULL,231,temperance,Tier2_hard,NN,the trait of avoiding excesses,WordNet (via onelook.com),abstaining from excess,WordNet (via onelook.com),,,,,control,NA,NA,NA,NA,NA,discipline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word232_AJ_tenable,1,NULL,NULL,NULL,232,tenable,Tier2_hard,AJ,based on sound reasoning or evidence,WordNet (via onelook.com),NA,NA,,,,,possible,NA,NA,NA,NA,NA,plausible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word233_VB_travail,1,NULL,NULL,NULL,233,travail,Tier2_hard,VB,work hard,WordNet (via onelook.com),NA,NA,,,,,work,NA,NA,NA,NA,NA,toil,NA,NA,NA,NA,NA,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word234_NN_turmoil,1,NULL,NULL,NULL,234,turmoil,Tier2_hard,NN,a violent disturbance,WordNet (via onelook.com),disturbance usually in protest,WordNet (via onelook.com),,,,,trouble,NA,NA,NA,NA,NA,discord,NA,NA,NA,NA,NA,strife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word235_AJ_vafrous,1,NULL,NULL,NULL,235,vafrous,rare,AJ,"Crafty; cunning; sly; as, vafrous tricks.",Webster's (via onelook),NA,NA,,,,,smart,NA,NA,NA,NA,NA,canny,NA,NA,NA,NA,NA,astute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word236_AJ_versute,1,NULL,NULL,NULL,236,versute,rare,AJ,Crafty; wily; cunning; artful.,Webster's (via onelook),NA,NA,,,,,smart,NA,NA,NA,NA,NA,canny,NA,NA,NA,NA,NA,cunning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word237_VB_vie,1,NULL,NULL,NULL,237,vie,Tier2_hard,VB,compete for something; engage in a contest; measure oneself against others,WordNet (via onelook.com),NA,NA,,,,,try,NA,NA,NA,NA,NA,compete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word238_NN_volition,1,NULL,NULL,NULL,238,volition,Tier2_hard,NN,"the act of making a choice (""Followed my father of my own volition"")",WordNet (via onelook.com),"the capability of conscious choice and decision and intention (""The exercise of their volition we construe as revolt- George Meredith"")",WordNet (via onelook.com),,,,,will,NA,NA,NA,NA,NA,autonomy,NA,NA,NA,NA,NA,autonomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word239_VB_wince,1,NULL,NULL,NULL,239,wince,Tier2_hard,VB,"draw back, as with fear or pain",WordNet (via onelook.com),a reflex response to sudden pain,WordNet (via onelook.com),,,,,withdraw,NA,NA,NA,NA,NA,flinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word240_AJ_defiant,NA,NULL,NULL,NULL,240,defiant,Tier2_hard,AJ,NA,NA,NA,NA,,,,,bad,NA,NA,NA,NA,NA,disobedient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word241_NN_frenzy,NA,NULL,NULL,NULL,241,frenzy,Tier2_hard,NN,NA,NA,NA,NA,,,,,madness,NA,NA,NA,NA,NA,furor,NA,NA,NA,NA,NA,furor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word242_VB_reek,NA,NULL,NULL,NULL,242,reek,Tier2_hard,VB,NA,NA,NA,NA,,,,,smell,NA,NA,NA,NA,NA,stink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word244_NN_veneer,NA,NULL,NULL,NULL,244,veneer,Tier2_hard,NN,lit. -- a thin layer of wood or plastic that covers something made of an inexpensive material and improves its appearance,Macmillan (via onelook.com),"fig. -- a pleasant appearance, or a polite way of behaving that is not sincere (""the veneer of politeness between competitors"")",Macmillan (via onelook.com),,,,,outside,NA,NA,NA,NA,NA,surface,NA,NA,NA,NA,NA,facade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word245_VB_adjourn,NA,NULL,NULL,NULL,245,adjourn,Tier2_hard,VB,NA,NA,NA,NA,,,,,end,NA,NA,NA,NA,NA,stop,NA,NA,NA,NA,NA,discontinue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word246_NN_ailment,NA,NULL,NULL,NULL,246,ailment,Tier2_hard,NN,NA,NA,NA,NA,,,,,sickness,NA,NA,NA,NA,NA,illness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word247_AJ_authentic,NA,NULL,NULL,NULL,247,authentic,Tier2_hard,AJ,NA,NA,NA,NA,,,,,real,NA,NA,NA,NA,NA,genuine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word248_VB_banish,NA,NULL,NULL,NULL,248,banish,Tier2_hard,VB,NA,NA,NA,NA,,,,,remove,NA,NA,NA,NA,NA,evict,NA,NA,NA,NA,NA,oust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word249_VB_bombard,NA,NULL,NULL,NULL,249,bombard,Tier2_hard,VB,NA,NA,NA,NA,,,,,attack,NA,NA,NA,NA,NA,overwhelm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word250_AJ_brittle,NA,NULL,NULL,NULL,250,brittle,Tier2_hard,AJ,NA,NA,NA,NA,,,,,weak,NA,NA,NA,NA,NA,fragile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word251_VB_cherish,NA,NULL,NULL,NULL,251,cherish,Tier2_hard,VB,NA,NA,NA,NA,,,,,love,NA,NA,NA,NA,NA,adore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word252_VB_congregate,NA,NULL,NULL,NULL,252,congregate,Tier2_hard,VB,NA,NA,NA,NA,,,,,meet,NA,NA,NA,NA,NA,gather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word253_VB_consent,NA,NULL,NULL,NULL,253,consent,Tier2_hard,VB,NA,NA,NA,NA,,,,,agree,NA,NA,NA,NA,NA,acquiesce,NA,NA,NA,NA,NA,acquiesce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word254_NN_courtesy,NA,NULL,NULL,NULL,254,courtesy,Tier2_hard,NN,NA,NA,NA,NA,,,,,manners,NA,NA,NA,NA,NA,politeness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word255_NN_dispute,NA,NULL,NULL,NULL,255,dispute,Tier2_hard,NN,NA,NA,NA,NA,,,,,fighting,NA,NA,NA,NA,NA,argument,NA,NA,NA,NA,NA,strife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word256_VB_dread,NA,NULL,NULL,NULL,256,dread,Tier2_hard,VB,NA,NA,NA,NA,,,,,fear,NA,NA,NA,NA,NA,apprehend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word257_VB_erect,NA,NULL,NULL,NULL,257,erect,Tier2_hard,VB,NA,NA,NA,NA,,,,,build,NA,NA,NA,NA,NA,establish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word258_NN_expedition,NA,NULL,NULL,NULL,258,expedition,Tier2_hard,NN,NA,NA,NA,NA,,,,,trip,NA,NA,NA,NA,NA,excursion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word259_AJ_finicky,NA,NULL,NULL,NULL,259,finicky,Tier2_hard,AJ,NA,NA,NA,NA,,,,,picky,NA,NA,NA,NA,NA,selective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word260_VB_hesitate,NA,NULL,NULL,NULL,260,hesitate,Tier2_hard,VB,NA,NA,NA,NA,,,,,wait,NA,NA,NA,NA,NA,vacillate,NA,NA,NA,NA,NA,vacillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word261_VB_hinder,NA,NULL,NULL,NULL,261,hinder,Tier2_hard,VB,NA,NA,NA,NA,,,,,stop,NA,NA,NA,NA,NA,impede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word262_VB_hoist,NA,NULL,NULL,NULL,262,hoist,Tier2_hard,VB,NA,NA,NA,NA,,,,,move,NA,NA,NA,NA,NA,heave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word263_VB_inscribe,NA,NULL,NULL,NULL,263,inscribe,Tier2_hard,VB,NA,NA,NA,NA,,,,,write,NA,NA,NA,NA,NA,engrave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word264_VB_linger,NA,NULL,NULL,NULL,264,linger,Tier2_hard,VB,"to stay somewhere longer than is necessary, or to spend longer doing something than is necessary, because it is enjoyable or helpful to you",Macmillan (via onelook.com),NA,NA,,,,,stay,NA,NA,NA,NA,NA,dawdle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word265_NN_luster,NA,NULL,NULL,NULL,265,luster,Tier2_hard,NN,a shiny appearance,Macmillan (via onelook.com),NA,NA,,,,,shine,NA,NA,NA,NA,NA,sheen,NA,NA,NA,NA,NA,brilliance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word266_NN_nuisance,NA,NULL,NULL,NULL,266,nuisance,Tier2_hard,NN,"something that is annoying and is a continuing problem (""The bugs in the software were a nuisance."")",Macmillan (via onelook.com),NA,NA,,,,,creep,NA,NA,NA,NA,NA,irritant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word267_AJ_potent,NA,NULL,NULL,NULL,267,potent,Tier2_hard,AJ,NA,NA,NA,NA,,,,,strong,NA,NA,NA,NA,NA,effective,NA,NA,NA,NA,NA,robust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word268_VB_regulate,NA,NULL,NULL,NULL,268,regulate,Tier2_hard,VB,shape or influence; give direction to,WordNet (via onelook.com),"bring into conformity with rules or principles or usage; impose regulations (""We cannot regulate the way people dress"")",WordNet (via onelook.com),,,,,control,NA,NA,NA,NA,NA,govern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word269_VB_rouse,NA,NULL,NULL,NULL,269,rouse,Tier2_hard,VB,NA,NA,NA,NA,,,,,wake,NA,NA,NA,NA,NA,awaken,NA,NA,NA,NA,NA,arouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word270_VB_rummage,NA,NULL,NULL,NULL,270,rummage,Tier2_hard,VB,NA,NA,NA,NA,,,,,search,NA,NA,NA,NA,NA,seek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word271_AJ_sopping,NA,NULL,NULL,NULL,271,sopping,Tier2_hard,AJ,NA,NA,NA,NA,,,,,wet,NA,NA,NA,NA,NA,dripping,NA,NA,NA,NA,NA,drenched,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word272_VB_topple,NA,NULL,NULL,NULL,272,topple,Tier2_hard,VB,NA,NA,NA,NA,,,,,fall,NA,NA,NA,NA,NA,push,NA,NA,NA,NA,NA,tumble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word273_VB_trudge,NA,NULL,NULL,NULL,273,trudge,Tier2_hard,VB,NA,NA,NA,NA,,,,,walk,NA,NA,NA,NA,NA,tread,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word274_AJ_urgent,NA,NULL,NULL,NULL,274,urgent,Tier2_hard,AJ,NA,NA,NA,NA,,,,,important,NA,NA,NA,NA,NA,emergency,NA,NA,NA,NA,NA,imperative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word275_AJ_nutant,1,NULL,NULL,NULL,275,nutant,rare,AJ,Nodding; having the top bent downward.,Webster's (via onelook),NA,NA,,,,,drooping,NA,NA,NA,NA,NA,nodding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word276_VB_accinge,NA,NULL,NULL,NULL,276,accinge,rare,VB,"to make (oneself) ready, brace (oneself)",Collins Dictionary,NA,NA,,,,,prepare,NA,NA,NA,NA,NA,ready,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word277_VB_addle,NA,NULL,NULL,NULL,277,addle,rare,VB,fig. -- mix up or confuse,WordNet (via onelook.com),"lit. -- become rotten (""Addled eggs"")",WordNet (via onelook.com),,,,,confuse,NA,NA,NA,NA,NA,confound,NA,NA,NA,NA,NA,befuddle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word278_NN_aegis,NA,NULL,NULL,NULL,278,aegis,rare,NN,fig. -- kindly endorsement and guidance,WordNet (via onelook.com),armor plate that protects the chest; the front part of a cuirass,WordNet (via onelook.com),,,,,support,NA,NA,NA,NA,NA,patronage,NA,NA,NA,NA,NA,auspices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word279_VB_ambuscade,NA,NULL,NULL,NULL,279,ambuscade,rare,VB,wait in hiding to attack,WordNet (via onelook.com),NA,NA,,,,,attack,NA,NA,NA,NA,NA,ambush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word280_NN_aplomb,NA,NULL,NULL,NULL,280,aplomb,rare,NN,great coolness and composure under strain,WordNet (via onelook.com),NA,NA,,,,,grace,NA,NA,NA,NA,NA,poise,NA,NA,NA,NA,NA,composure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word281_AJ_curule,1,NULL,NULL,NULL,281,curule,rare,AJ,of the highest rank,Dictionary.com,NA,NA,,,,,highest,NA,NA,NA,NA,NA,top,NA,NA,NA,NA,NA,preeminent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word282_AJ_fingent,1,NULL,NULL,NULL,282,fingent,rare,AJ,molding; shaping,Phrontistry (http://phrontistery.info),NA,NA,,,,,moldable,NA,NA,NA,NA,NA,pliable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word283_VB_gloze,1,NULL,NULL,NULL,283,gloze,rare,VB,To smooth over; to palliate.,Macmillan (via onelook.com),NA,NA,,,,,cover,NA,NA,NA,NA,NA,gloss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
current sentences do not express sarcastic aspect,Word284_AJ_irrisory,1,NULL,NULL,NULL,284,irrisory,rare,AJ,derisive or mocking,Collins Dictionary,NA,NA,,,,,joking,NA,NA,NA,NA,NA,flippant,NA,NA,NA,NA,NA,facetious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
current sentences fail to capture SADNESS aspect of meaning,Word285_AJ_plangent,1,NULL,NULL,NULL,285,plangent,rare,AJ,"a plangent sound is deep, low, and sad",Macmillan (via onelook.com),NA,NA,,,,,loud,NA,NA,NA,NA,NA,resonant,NA,NA,NA,NA,NA,resounding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word286_AJ_vizard,NA,NULL,NULL,NULL,286,vizard,rare,AJ,a means of disguise; mask; visor,Collins Dictionary,"disguise, guise",Merriam-Webster (11th ed.),,,,,mask,NA,NA,NA,NA,NA,façade,NA,NA,NA,NA,NA,veneer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word287_AJ_wanze,NA,NULL,NULL,NULL,287,wanze,rare,AJ,NA,NA,NA,NA,,,,,weaken,NA,NA,NA,NA,NA,wither,NA,NA,NA,NA,NA,wane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word288_AJ_xeric,1,NULL,NULL,NULL,288,xeric,rare,AJ,"being deficient in moisture (""Deserts provide xeric environments"")",WordNet (via onelook.com),NA,NA,,,,,dry,NA,NA,NA,NA,NA,acrid,NA,NA,NA,NA,NA,acrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"""modern usage closer to """"skeptical"""" or """"questioning""""""",Word289_AJ_zetetic,1,NULL,NULL,NULL,289,zetetic,rare,AJ,proceeding by inquiry; a search or investigation,Phrontistry (http://phrontistery.info),Seeking; proceeding by inquiry.,Webster's (via onelook),,,,,searching,NA,NA,NA,NA,NA,questioning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word290_VB_abrade,NA,NULL,NULL,NULL,290,abrade,Tier2_hard,VB,NA,NA,NA,NA,,,,,rub,NA,NA,NA,NA,NA,chafe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word291_AJ_assiduous,NA,NULL,NULL,NULL,291,assiduous,Tier2_hard,AJ,"marked by care and persistent effort (""Her assiduous attempts to learn French"")",WordNet (via onelook.com),NA,NA,,,,,careful,NA,NA,NA,NA,NA,diligent,NA,NA,NA,NA,NA,persistent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word292_AJ_congruent,NA,NULL,NULL,NULL,292,congruent,Tier2_hard,AJ,NA,NA,NA,NA,,,,,correct,NA,NA,NA,NA,NA,compatible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word293_VB_disabuse,NA,NULL,NULL,NULL,293,disabuse,Tier2_hard,VB,NA,NA,NA,NA,,,,,correct,NA,NA,NA,NA,NA,debunk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word294_AJ_flaccid,NA,NULL,NULL,NULL,294,flaccid,Tier2_hard,AJ,NA,NA,NA,NA,,,,,weak,NA,NA,NA,NA,NA,flimsy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word295_AJ_gloomy,1,NULL,NULL,NULL,295,gloomy,Tier2_hard,AJ,"depressingly dark (""The gloomy forest"")",WordNet (via onelook.com),"depressing in character or appearance (""Gloomy tenements"")",WordNet (via onelook.com),,,,,dark,NA,NA,NA,NA,NA,black,NA,NA,NA,NA,NA,tenebrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word296_NN_hindrance,NA,NULL,NULL,NULL,296,hindrance,Tier2_hard,NN,NA,NA,NA,NA,,,,,block,NA,NA,NA,NA,NA,obstacle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word297_VB_implore,NA,NULL,NULL,NULL,297,implore,Tier2_hard,VB,NA,NA,NA,NA,,,,,ask,NA,NA,NA,NA,NA,beg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word298_AJ_intricate,NA,NULL,NULL,NULL,298,intricate,Tier2_hard,AJ,"very detailed in design or structure (""an intricate pattern of birds and flowers""; ""an intricate tunnel system"")",Macmillan (via onelook.com),very complicated and difficult to understand or learn,Macmillan (via onelook.com),,,,,fancy,NA,NA,NA,NA,NA,elaborate,NA,NA,NA,NA,NA,abstruse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word299_NN_prestige,NA,NULL,NULL,NULL,299,prestige,Tier2_hard,NN,NA,NA,NA,NA,,,,,fame,NA,NA,NA,NA,NA,fame,NA,NA,NA,NA,NA,eminence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
